Part Name,Part Density(g/cm(Cube)),Tensile Strength(Mpa),Stiffness(Gpa),Thermal Conductivity(Watt Per Meter Kelvin),Cost(RS),Stress Requirement(Mpa),Operating Temperature(Degree centigrade),Suggested Material
Water Pumps,4.594102332,1170.079196,158.8967491,22.65121983,2120.964562,583.9700742,561.4927399,High-strength Steel
Drum Brakes,4.628917355,343.8894373,183.6317214,157.5185874,2937.06803,822.3522139,122.4081445,Stainless Steel
Piston,2.053871264,1159.571922,139.9241318,34.80475613,3364.064352,885.647839,678.0423361,High-speed Steel
Piston,1.950168042,1450.742573,57.63480341,10.4455311,2781.951545,272.8969428,471.4063765,High-speed Steel
Exhaust Manifolds,2.562698794,86.44596971,85.44715669,6.925051797,3876.977032,821.2265428,506.7458106,High-speed Steel
Disc Clutches,4.198834043,509.0594439,122.3549199,63.6391424,683.4034302,624.090197,452.2696718,Letnol
Spring,4.110338046,966.0863297,13.82897152,102.037417,2576.254132,161.3400273,633.7607821,Stainless Steel
Positive Displacement Pumps,4.129720215,1018.394574,51.9046954,131.6724553,3082.46482,571.3053055,591.5450309,High-speed Steel
Casing,7.01643544,251.9320137,192.9197059,34.60124121,4714.323994,792.7514993,464.0020808,Titanium
Peristaltic Pumps,1.036536406,1231.337533,101.6594634,85.84972233,4469.53783,237.8050401,123.5544913,Titanium
Valve,4.812932355,481.2162119,120.5210791,136.8001841,3088.984863,673.160985,367.1009594,Stainless Steel
Spark Plugs,5.778334547,801.6154651,207.6268559,192.1567197,1685.386404,196.9901329,549.0629624,Brass
Flywheel,4.183357512,207.2322959,198.929244,102.4111932,5928.915071,285.5449947,554.281988,Carbon Fiber
Lip Seals,2.876278783,794.7724137,150.6587374,29.70745391,4868.070594,53.50213086,638.643591,Titanium
Centrifugal Pumps,2.832031456,1201.205534,7.590637759,189.6894664,1217.191386,598.3122414,352.5186387,High Carbon Steel
Wheel,1.010280362,1411.463325,57.11434487,177.3569035,3085.613232,668.439921,399.3530082,High-speed Steel
Regenerative Brakes,3.309065413,702.6225927,163.0561339,92.09277884,3818.731242,927.0142598,431.9583125,High-speed Steel
Worm Gears,5.865185657,177.7461131,93.12080015,105.4686101,5396.63622,795.2344472,346.6280748,Titanium
Worm Gears,5.056719137,208.032856,203.6742729,106.6723906,1469.476723,641.8666175,364.4610761,Brass
Piston,7.320553304,344.0938728,78.37155338,162.3517288,1747.801912,985.5010591,734.7877863,High-strength Steel
Lip Seals,2.64884865,1453.935564,28.77857945,59.67103474,1097.624301,917.0776765,323.6105279,High Carbon Steel
Disc,7.41244335,831.0003219,176.9886715,180.410108,3609.584292,883.3284659,520.4830404,High-speed Steel
Valve,1.825535195,494.0804234,42.36638002,1.235522156,4452.278178,145.0309063,552.9512783,Titanium
Centrifugal Clutches,2.681044604,411.4394318,197.6998654,99.40694784,3628.370654,224.0010057,122.8680554,Stainless Steel
Valve,5.279391762,488.4922206,78.50669546,133.5172143,4991.007624,652.0186264,188.9054795,Titanium
Piston,5.528587743,508.49701,133.0887165,49.79719254,5111.858668,954.6102771,724.1658591,Titanium
Cone Clutches,7.856351934,816.094616,13.09376777,194.4385411,2652.014592,881.3137058,255.8947916,Stainless Steel
Rocker Arms,3.081936082,430.755157,81.76784364,24.65743203,1406.033802,574.6573827,242.4005124,Aluminum Alloy
Housing,7.192224559,684.832595,58.8990014,161.8996343,3215.759591,78.64480727,778.8426427,Stainless Steel
Gear Pumps,2.419032073,1434.396041,179.9522861,91.83400282,3452.190685,916.797002,263.2982201,High-speed Steel
Crankshafts,5.992472255,707.8554199,201.5951823,61.88305538,2354.554704,584.1354893,554.9320522,Stainless Steel
Camshafts,1.790524531,436.5001141,23.11535178,80.70757019,1824.722787,847.8046985,745.6750824,High-strength Steel
Valve,6.90842551,769.9839124,65.2224953,148.6158666,827.6693984,123.1731674,212.4648185,Letnol
Spring,2.561475799,290.5245128,120.8180249,22.08952218,2626.716517,902.5302844,619.2452794,Stainless Steel
Disc Brakes,5.852433991,1091.750161,108.5528123,68.39100878,2038.031133,146.24738,170.2409418,High-strength Steel
Centrifugal Clutches,6.455253234,1198.91995,11.79312746,119.2642581,538.6847574,873.1881845,712.706153,High Carbon Steel
Crankshafts,6.431506749,615.9960107,19.23293101,183.1775697,3062.669248,836.7096937,90.77727447,High-speed Steel
Spark Plugs,3.594758427,1215.228574,98.07641503,155.8458925,2305.180992,458.1545961,314.6588226,High-strength Steel
Helical Gears,3.020629327,1202.050056,135.4234986,98.14653679,1637.330212,794.3331879,502.5626981,High Carbon Steel
Gaskets,5.100814202,1167.83459,177.9391948,127.6165799,4339.135753,451.3054647,557.0387777,Titanium
Four Bar Linkages,6.473783095,182.5138639,167.7574232,111.5869217,4670.884979,304.3966161,587.6418585,Titanium
Casing,5.26080019,255.8820611,179.992577,73.67512093,668.1985965,556.042938,413.5509647,Letnol
Exhaust Manifolds,2.0337514,979.4046277,61.59912546,113.832519,2743.599601,636.887651,533.481045,Stainless Steel
Disc Clutches,2.637774451,491.620765,13.17758978,192.3702184,682.772567,503.5393241,304.7292265,Letnol
Engine Blocks,7.172338838,958.6592663,90.82941232,181.1521033,2386.563723,838.103858,151.8386986,High-strength Steel
Timing Gears,5.787257524,445.3699766,177.6642349,115.3815018,3768.913708,996.0319976,89.67565192,High-speed Steel
Multi-plate Clutches,7.848606864,654.3815432,193.9638875,186.8720103,2098.421658,635.8245814,253.4908888,High-strength Steel
Valve,6.597810906,630.9080509,142.6417217,23.89657133,5345.294458,480.0460008,570.0871669,Titanium
Centrifugal Clutches,6.374992299,1354.151989,42.01655345,28.8733664,1792.508368,496.7387507,63.91201362,High Carbon Steel
Casing,3.372877119,888.1570075,160.8386641,16.38608723,1929.028354,488.5818865,122.3561919,High-strength Steel
Crank Linkage Systems,7.406637698,1352.84006,102.19311,30.55552314,1096.4974,279.0687486,291.9875294,Medium Carbon Steel
Engine Blocks,4.809647787,1092.946853,5.280969212,142.3445832,1947.974607,520.2095155,409.5211255,High-strength Steel
Wheel,1.900248409,1301.625345,38.40493878,170.9073871,4965.593138,900.2114753,132.1081895,Titanium
Hydraulic Clutches,6.810629634,462.7090566,145.692472,37.1100271,5969.570988,78.10052037,66.26651624,Carbon Fiber
Gear Wheels,3.065665397,1297.869048,176.2674525,57.27657242,5782.847045,405.6761684,109.1257326,Carbon Fiber
Multi-plate Clutches,2.302224313,766.2859701,158.0408031,2.929463009,911.2909199,259.7112578,655.5500335,Medium Carbon Steel
Pneumatic Brakes,2.90156244,160.4775721,176.784326,80.30507384,5031.177132,155.9368033,751.626063,Titanium
Camshafts,1.308228592,590.3723085,84.15175236,14.11781396,3992.015867,996.0639229,432.8445474,Titanium
Wheel,4.677377727,1483.614159,207.3815866,78.96036829,703.4144466,522.9630781,366.0064707,High Carbon Steel
Fuel Pumps,5.993356338,780.9425858,147.4525442,8.70233859,1933.009573,84.14635931,626.7042314,High-strength Steel
Timing Belts,6.198495101,108.0150944,156.2715207,105.1234931,876.7639616,839.7755221,773.9514799,Low Carbon Steel
Vane Pumps,1.402344461,788.2343179,78.28993768,183.2187847,2150.888376,780.0348561,388.8257918,High-strength Steel
Ball Bearing,5.46867439,727.7763638,130.9104467,195.0910167,3286.962678,186.6646521,644.3889932,Stainless Steel
Drum Brakes,1.923402667,470.7553583,79.81840168,39.44042278,4950.162062,815.8653915,462.9625368,Titanium
Gear Pumps,7.169857125,1428.354503,11.91775558,132.5735768,2420.380278,189.3941121,302.5876488,Stainless Steel
Drum Brakes,6.280939122,852.514107,2.915401742,172.3808787,5654.387555,674.9251188,132.7490341,Carbon Fiber
Housing,6.865182395,59.64639549,198.5419289,49.98237995,4166.294997,841.0174635,551.028268,Titanium
Shaft Seals,6.975475697,1251.992487,159.9686199,111.5914191,5792.476711,110.0993975,444.2360351,Carbon Fiber
Diaphragm Pumps,2.469953922,939.0739162,35.44234296,144.0083973,2920.314182,868.9640922,563.2099132,High-speed Steel
Bevel Gears,1.72331399,477.3988856,206.8953973,106.6350819,1705.22497,189.196654,397.6633538,Aluminum Alloy
Coupling,7.645009916,1008.336225,34.16467109,69.70516,3726.783128,101.679115,236.1879785,High-speed Steel
O-rings,3.26929499,42.82958533,5.957119912,164.4001136,439.9150452,158.8411392,53.5119637,Plastic
Centrifugal Clutches,7.678854451,785.3637147,176.363413,5.236373702,507.0543154,967.9439756,260.551974,Letnol
Sealing Washers,4.64055315,1358.928449,15.37908376,97.6678194,1992.046177,312.9019874,417.2052635,High-strength Steel
Housing,3.445772781,504.5903658,65.66213711,153.4329998,4464.522628,214.5297748,473.1197706,Titanium
Gear Pumps,3.402799447,976.5899651,9.833257374,6.234266901,4812.04916,842.0882682,780.5998084,Titanium
Multi-plate Clutches,7.083712976,1402.456672,117.7152887,110.3414044,2626.170437,504.4741212,217.2015148,High-speed Steel
Gear Pumps,4.104621024,508.8358646,183.9864667,93.52807545,3300.068289,549.5997838,356.252936,Stainless Steel
Piston,7.816660983,802.1022728,128.2527388,139.838126,1841.593609,459.0415205,108.7197706,High-strength Steel
Valve,3.337448134,949.3128688,27.65113137,31.80045301,5553.561001,372.8761727,755.9850235,Titanium
Peristaltic Pumps,6.426344081,1140.960463,158.5535573,113.7192064,4773.684974,24.44572511,159.3437132,Titanium
Shaft,3.889191149,184.6413944,185.6652004,7.846162694,712.2458018,235.770333,482.1502581,Letnol
Helical Gears,6.958429848,392.7371762,79.79351786,99.08131787,3239.420788,244.2796889,258.2143231,Stainless Steel
Timing Chains,6.976419375,1329.82682,120.8450027,72.9489574,5384.029706,618.0301508,674.7880094,Titanium
Crankshafts,3.094498362,92.79695821,86.53499154,45.1236903,1882.404368,65.64635518,674.9729611,Mild Steel
Crank Linkage Systems,4.539478437,469.5637976,149.6860471,89.20162279,5751.350501,440.6310174,115.069425,Carbon Fiber
Bell Crank Linkages,7.272716651,442.4072428,13.47130395,79.93838624,1000.04145,281.8318308,711.5877114,Low Carbon Steel
Four Bar Linkages,4.872614774,263.4214046,183.838179,154.4565178,3871.446979,894.686027,469.60274,High-speed Steel
Diaphragm Pumps,5.540739442,976.0816367,113.5063598,85.80355382,3508.852009,15.79974684,60.51282832,High-speed Steel
O-rings,3.170111857,1177.728301,143.0564658,69.85352614,3697.260309,734.2608571,356.4313657,High-speed Steel
Regenerative Brakes,7.053443029,215.5551885,132.256744,117.8933458,5795.767781,216.3492349,119.1645734,Carbon Fiber
Crankshaft,2.846655169,470.2527467,71.14191099,33.42664399,2334.987596,815.5235298,467.3217365,Stainless Steel
Casing,6.407595661,758.2016275,9.643767716,175.4349027,2325.895614,692.6038662,770.1052722,Stainless Steel
Valve,3.286175513,42.30567156,30.6170421,143.4671776,635.0931839,223.4770287,747.9174703,Letnol
Disc Brakes,5.226765758,851.4077041,56.07925877,169.3100784,2981.509013,667.4535347,695.4079156,High-speed Steel
Vane Pumps,2.576865551,389.3005325,135.445818,95.59398464,2371.580765,790.983417,671.2115535,Stainless Steel
Disc Brakes,7.131255157,992.701534,89.39728338,44.82796343,5487.08868,695.9638072,679.0702265,Titanium
Disc Brakes,4.873779012,649.8008104,202.1731336,107.6147688,5399.812613,991.00006,68.01988478,Titanium
Coupling,4.043700294,1270.587544,178.1369422,187.5176774,554.1231022,771.2390707,548.7982016,High Carbon Steel
Vane Pumps,6.808664824,1440.051997,154.1382302,1.137002171,520.7162566,481.3052667,556.0766827,Medium Carbon Steel
Connecting Rods,4.92339349,1094.630078,208.344545,185.3765661,1373.865482,821.7109341,387.2623452,High Carbon Steel
Housing,2.674750091,649.7487713,7.7607296,20.99041034,1384.160132,526.4943703,717.6771727,Medium Carbon Steel
Turbine Blade,5.066791235,1437.830429,185.7683949,143.1951471,1019.31982,997.9750807,553.8895586,High Carbon Steel
Hydraulic Brakes,5.765830211,173.1773249,67.94176511,78.6149666,5843.289781,418.7209499,378.5611563,Carbon Fiber
Valve,2.164931534,158.1685502,171.4048525,88.93777304,5796.234371,569.5783482,237.6687918,Carbon Fiber
Intake Manifolds,5.151267297,1227.815126,77.14968583,187.0867538,3116.716497,438.8595437,607.6558748,High-speed Steel
Shaft,1.098269537,1323.212571,155.9080206,105.4574676,4981.266636,736.1549506,112.1527575,Titanium
Helical Gears,1.005787866,58.9478207,82.49143549,11.90740392,1794.663717,899.0074915,594.73703,Brass
Turbine,6.691667635,322.4199468,121.1279254,140.1592586,451.8723846,689.3811096,108.4580662,Letnol
Crank Linkage Systems,4.426405467,929.8954479,103.2264922,118.8016346,4026.038205,379.1907981,515.0922594,Titanium
Bearing,7.789493227,1033.86015,82.45523513,65.21669832,2451.917343,318.9987857,221.4056899,Stainless Steel
Timing Belts,6.908841386,393.1271629,206.4107789,127.9581098,4586.658021,160.3866867,182.1713386,Titanium
Regenerative Brakes,7.062305209,286.9502906,206.7463256,191.4710828,3544.417512,78.47311482,454.3553348,Stainless Steel
Double Wishbone Linkages,7.771018703,668.1498647,120.5176889,81.19927751,3759.081832,529.1746424,718.3998041,High-speed Steel
Centrifugal Pumps,4.654450993,1332.002801,181.7044004,108.2338907,1710.892304,449.126052,277.7293427,High Carbon Steel
Vane Pumps,1.658590467,1377.195446,112.5587041,12.42242623,3717.669672,547.8952069,480.2846784,High-speed Steel
Coupling,7.59290285,740.1472369,105.2970702,79.29481859,5900.492458,844.7721553,336.9553671,Carbon Fiber
Lip Seals,1.809290582,244.5898653,85.54550609,31.1411995,3043.50118,412.7127347,533.3613356,Stainless Steel
Spark Plugs,4.192750779,295.3126386,156.8013383,112.1224694,4137.922224,442.4584721,728.9295235,Titanium
Rack and Pinion Gears,1.132752862,1427.171952,91.48503185,35.87111128,3231.980129,414.2799196,229.4273032,High-speed Steel
Cylinder Heads,2.044078673,356.6900335,143.9097848,177.1164031,3756.400607,160.7582996,473.5523132,Stainless Steel
Spur Gears,5.396813329,1079.606109,112.8122043,17.54857948,1398.298295,605.3759169,250.1621765,High Carbon Steel
Sealing Washers,2.525928216,847.8700441,27.56654917,35.50045727,5476.648396,204.9290987,480.9081203,Titanium
Shaft Seals,3.599495113,1209.868039,19.39055623,90.7636653,4560.917634,769.3159306,723.1872024,Titanium
Vane Pumps,4.023362793,1341.058327,198.0771018,118.9887371,4985.836678,896.2705705,705.4570928,Titanium
Timing Chains,1.601791404,459.288101,115.6932836,175.1866284,5987.493499,460.1620265,772.7798633,Carbon Fiber
Drum Brakes,6.081644959,892.6378703,33.638587,51.86129584,957.4522882,657.9536668,274.1312438,Medium Carbon Steel
Flywheel,1.870513136,82.03456254,87.11349311,2.896219701,4777.604267,418.2124158,106.1605429,Titanium
Double Wishbone Linkages,3.832735208,1137.141373,65.60154365,52.68026404,1016.62221,184.364526,426.1304682,Medium Carbon Steel
O-rings,4.956004524,706.6258362,118.873622,52.63262446,5517.133382,320.8585321,648.0009376,Titanium
Parking Brakes,2.147989953,982.9556332,200.6861946,187.7552362,2068.490295,347.6558949,247.7164799,High-strength Steel
Turbine Blade,3.849198643,1153.035806,19.05166021,160.0162029,3448.020011,544.0012999,793.2337021,High-speed Steel
Four Bar Linkages,7.500215056,351.7416343,196.4942001,14.85675731,4839.729597,485.2105209,164.1520239,Titanium
Pistons,6.259459991,1190.453765,76.97214638,125.0911719,4810.233262,673.7609081,175.8378526,Titanium
Spark Plugs,4.857198301,193.9458774,10.56152882,25.87965731,4449.634095,890.4857126,403.4006934,Titanium
Oil Pumps,1.341208914,134.2813316,150.2763177,36.09620944,458.010247,818.6747961,518.5904385,Letnol
Turbine Blade,7.155542685,515.9201392,46.8425379,166.5545346,1047.996439,485.3673813,141.3713131,Aluminimum
Timing Chains,7.594649127,899.2280318,29.54889243,59.89453646,5130.208763,953.2376629,645.7222396,Titanium
Drum Brakes,2.749836337,96.8988634,48.46366432,113.7268673,817.1783386,940.1472203,313.0951401,Letnol
Valves,4.635928714,151.4401214,176.1260595,22.86781935,1478.083601,780.2262638,733.3701794,Brass
Shaft,3.303622028,683.4726026,37.15877923,82.27814899,2998.570456,30.91221552,103.8104689,Stainless Steel
Bell Crank Linkages,4.600826641,1472.115488,94.56498438,7.173391856,2104.111757,475.3581952,142.2931662,High-strength Steel
Intake Manifolds,6.08792923,476.4125292,39.18341414,63.89636965,1014.681726,760.2231589,564.3626343,Medium Carbon Steel
Hydraulic Brakes,2.722172267,1368.085366,196.9600722,179.65157,496.6033423,179.620022,717.1439131,Letnol
Worm Gears,4.293316738,1407.216153,180.9336397,157.5196296,3355.802661,752.384522,353.4675967,High-speed Steel
Electromagnetic Clutches,7.718547352,1493.018012,198.7201935,197.1766076,4060.078643,860.4436574,624.0927591,Titanium
Turbine,7.212658287,158.5857081,123.3301,119.3577548,5029.3377,253.806146,322.0807231,Titanium
Drum Brakes,6.119793211,889.6667099,16.67819928,23.33969806,3635.873639,916.3069,616.3604053,High-speed Steel
Rocker Arms,1.332512079,533.9779878,89.68217497,193.8692264,5011.748516,271.3965167,749.8616712,Titanium
Crank Linkage Systems,2.889570423,532.7667517,203.5911535,184.0558434,3124.579884,329.1658819,227.40016,Stainless Steel
Bevel Gears,1.705330055,88.59697931,34.08087652,72.37772394,4922.483691,525.5495248,576.9733085,Titanium
Gear,2.661651644,601.3527279,133.5980768,148.0948964,4883.888362,528.7518336,208.509897,Titanium
Timing Chains,7.03530578,393.7830926,3.862891425,41.44689627,5831.569519,546.1314843,478.7930317,Carbon Fiber
Planetary Gears,2.058403185,416.770284,159.2603117,81.63275161,1753.875061,428.0599249,600.7589953,Brass
Coupling,6.750059111,349.6398771,8.713404063,153.8353285,3906.516701,939.1180611,350.6536428,High-speed Steel
Peristaltic Pumps,6.394337527,1419.192237,120.2269296,182.3977157,4774.979521,586.0859551,136.0771287,Titanium
Ball Bearing,3.988042821,832.8212281,30.94537565,70.37952329,5113.862207,651.532905,344.9312599,Titanium
Disc Clutches,7.773836955,382.0095089,50.62265599,77.95559908,4995.340355,703.7347847,774.4017544,Titanium
Oil Pumps,6.97920225,1482.77605,87.24601217,26.50255219,889.9631868,988.5838777,99.16489232,High Carbon Steel
Bevel Gears,7.916374514,657.0193981,153.988908,73.14328147,5178.046635,473.7900352,339.6989888,Titanium
Water Pumps,3.944927538,1379.013275,20.97171846,78.84406946,4427.327193,460.2329494,700.9097749,Titanium
Cone Clutches,5.696293636,150.0152682,83.09749487,83.7832096,4820.634047,992.4256867,328.0067822,Titanium
Bell Crank Linkages,3.863877629,1045.359761,131.8837798,15.30826967,3222.154828,112.8678426,383.177603,High-speed Steel
